,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
3/17/2018,198649.00,88.4,"225,000","223,000","2,111,985",107.8,"1,959,000","1,956,000",1.5,1.4,"141,013,239"
3/24/2018,195433.00,88.6,"221,000","224,250","2,003,104",104.5,"1,917,000","1,946,000",1.4,1.4,"141,013,239"
3/31/2018,201057.00,86.8,"232,000","225,250","2,001,558",103,"1,943,000","1,941,750",1.4,1.4,"141,013,239"
4/7/2018,231759.00,98.9,"234,000","228,000","1,929,729",99,"1,949,000","1,942,000",1.4,1.4,"141,433,196"
4/14/2018,226090.00,95.6,"236,000","230,750","1,865,447",98.2,"1,900,000","1,927,250",1.3,1.3,"141,433,196"
4/21/2018,200139.00,96.9,"207,000","227,250","1,738,881",95.2,"1,827,000","1,904,750",1.2,1.3,"141,433,196"
4/28/2018,186451.00,89.3,"209,000","221,500","1,724,410",94,"1,834,000","1,877,500",1.2,1.3,"141,433,196"
5/5/2018,190262.00,90.2,"211,000","215,750","1,595,249",90.4,"1,765,000","1,831,500",1.1,1.2,"141,433,196"
5/12/2018,195214.00,87.9,"222,000","212,250","1,604,119",90.7,"1,769,000","1,798,750",1.1,1.3,"141,433,196"
5/19/2018,207043.00,89.9,"230,000","218,000","1,574,005",89.9,"1,751,000","1,779,750",1.1,1.2,"141,433,196"
5/26/2018,202846.00,91.2,"222,000","221,250","1,573,324",90.6,"1,737,000","1,755,500",1.1,1.2,"141,433,196"
6/2/2018,191523.00,85.9,"223,000","224,250","1,559,759",92.3,"1,690,000","1,736,750",1.1,1.2,"141,433,196"
6/9/2018,217289.00,98,"222,000","224,250","1,588,055",93.8,"1,693,000","1,717,750",1.1,1.2,"141,433,196"
6/16/2018,206023.00,94.4,"218,000","221,250","1,585,979",94.9,"1,671,000","1,697,750",1.1,1.2,"141,433,196"
6/23/2018,222766.00,100.3,"222,000","221,250","1,645,954",98.5,"1,671,000","1,681,250",1.2,1.2,"141,433,196"
6/30/2018,231539.00,101.7,"228,000","222,500","1,636,791",97.9,"1,672,000","1,676,750",1.2,1.2,"141,433,196"
7/7/2018,264869.00,122.5,"216,000","221,000","1,772,705",105.8,"1,676,000","1,672,500",1.2,1.2,"141,951,699"
7/14/2018,232238.00,113.1,"205,000","217,750","1,760,512",106.1,"1,659,000","1,669,500",1.2,1.2,"141,951,699"
7/21/2018,201288.00,95.7,"210,000","214,750","1,710,317",105.3,"1,624,000","1,657,750",1.2,1.1,"141,951,699"
7/28/2018,179880.00,86.8,"207,000","209,500","1,729,890",104.4,"1,657,000","1,654,000",1.2,1.2,"141,951,699"
8/4/2018,185174.00,88,"210,000","208,000","1,678,892",103.4,"1,624,000","1,641,000",1.2,1.1,"141,951,699"
8/11/2018,180038.00,87.5,"206,000","208,250","1,668,840",102.7,"1,625,000","1,632,500",1.2,1.1,"141,951,699"
8/18/2018,173331.00,83.6,"207,000","207,500","1,624,222",101.2,"1,605,000","1,627,750",1.1,1.1,"141,951,699"
8/25/2018,175745.00,83.4,"211,000","208,500","1,600,035",99.9,"1,602,000","1,614,000",1.1,1.1,"141,951,699"
9/1/2018,173607.00,86.5,"201,000","206,250","1,494,794",94.9,"1,575,000","1,601,750",1.1,1.1,"141,951,699"
9/8/2018,162640.00,79.9,"204,000","205,750","1,461,553",95,"1,538,000","1,580,000",1,1.1,"141,951,699"
9/15/2018,173624.00,84.3,"206,000","205,500","1,412,803",91.5,"1,544,000","1,564,750",1,1.1,"141,951,699"
9/22/2018,172930.00,84.3,"205,000","204,000","1,395,338",90.3,"1,545,000","1,550,500",1,1.1,"141,951,699"
9/29/2018,171816.00,81.9,"210,000","206,250","1,369,317",88.2,"1,553,000","1,545,000",1,1.1,"141,951,699"
10/6/2018,193936.00,92,"211,000","208,000","1,350,834",86.3,"1,565,000","1,551,750",0.9,1.1,"142,513,638"
10/13/2018,190501.00,91.6,"208,000","208,500","1,370,783",86.3,"1,588,000","1,562,750",1,1.1,"142,513,638"
10/20/2018,198733.00,91.7,"217,000","211,500","1,383,438",86.3,"1,603,000","1,577,250",1,1.1,"142,513,638"
10/27/2018,198530.00,91.7,"216,000","213,000","1,392,026",86.2,"1,615,000","1,592,750",1,1.1,"142,513,638"
11/3/2018,214814.00,98.4,"218,000","214,750","1,436,650",87.5,"1,642,000","1,612,000",1,1.2,"142,513,638"
11/10/2018,235981.00,106.6,"221,000","218,000","1,447,041",86.9,"1,665,000","1,631,250",1,1.2,"142,513,638"
11/17/2018,226576.00,100.7,"225,000","220,000","1,437,625",82.2,"1,749,000","1,667,750",1,1.2,"142,513,638"
11/24/2018,218658.00,92.1,"237,000","225,250","1,665,498",98.9,"1,684,000","1,685,000",1.2,1.2,"142,513,638"
12/1/2018,317936.00,136.9,"232,000","228,750","1,649,838",97.4,"1,694,000","1,698,000",1.2,1.2,"142,513,638"
12/8/2018,261525.00,126,"208,000","225,500","1,722,153",98.7,"1,745,000","1,718,000",1.2,1.2,"142,513,638"
12/15/2018,255195.00,117.5,"217,000","223,500","1,764,701",100.5,"1,756,000","1,719,750",1.2,1.2,"142,513,638"
12/22/2018,291581.00,127.9,"228,000","221,250","1,798,455",101.6,"1,770,000","1,741,250",1.3,1.2,"142,513,638"
12/29/2018,327388.00,137.6,"238,000","222,750","2,076,626",116.5,"1,783,000","1,763,500",1.5,1.3,"142,513,638"
1/5/2019,350681.00,155.5,"226,000","227,250","2,172,537",121.1,"1,794,000","1,775,750",1.5,1.3,"143,051,794"
1/12/2019,343678.00,158.3,"217,000","227,250","2,090,268",116.8,"1,790,000","1,784,250",1.5,1.3,"143,051,794"
1/19/2019,269369.00,126.6,"213,000","223,500","2,124,743",116.1,"1,830,000","1,799,250",1.5,1.3,"143,051,794"
1/26/2019,250580.00,106.8,"235,000","222,750","2,098,575",114.9,"1,826,000","1,810,000",1.5,1.3,"143,051,794"
2/2/2019,254263.00,108.2,"235,000","225,000","2,142,462",114.7,"1,868,000","1,828,500",1.5,1.3,"143,051,794"
2/9/2019,242762.00,105.3,"231,000","228,500","2,084,361",113.4,"1,838,000","1,840,500",1.5,1.3,"143,051,794"
2/16/2019,210679.00,97.8,"215,000","229,000","2,125,992",112,"1,898,000","1,857,500",1.5,1.3,"143,051,794"
2/23/2019,203049.00,90.1,"225,000","226,500","2,112,404",112.5,"1,878,000","1,870,500",1.5,1.3,"143,051,794"
3/2/2019,220540.00,99,"223,000","223,500","2,088,410",110.5,"1,890,000","1,876,000",1.5,1.3,"143,051,794"
3/9/2019,209302.00,93,"225,000","222,000","2,008,348",106.2,"1,891,000","1,889,250",1.4,1.3,"143,051,794"
3/16/2019,194335.00,89,"218,000","222,750","2,009,317",106.1,"1,894,000","1,888,250",1.4,1.3,"143,051,794"
3/23/2019,190023.00,87.4,"217,000","220,750","1,908,355",102.9,"1,855,000","1,882,500",1.3,1.3,"143,051,794"
3/30/2019,183775.00,89.3,"206,000","216,500","1,861,690",102.1,"1,823,000","1,865,750",1.3,1.3,"143,051,794"
4/6/2019,196071.00,96.4,"203,000","211,000","1,730,108",97.7,"1,771,000","1,835,750",1.2,1.2,"143,629,179"
4/13/2019,196364.00,95.7,"205,000","207,750","1,703,576",97.2,"1,753,000","1,800,500",1.2,1.2,"143,629,179"
4/20/2019,211762.00,94.6,"224,000","209,500","1,647,874",94.4,"1,746,000","1,773,250",1.1,1.2,"143,629,179"
4/27/2019,204755.00,91,"225,000","214,250","1,633,529",93.6,"1,745,000","1,753,750",1.1,1.2,"143,629,179"
5/4/2019,204033.00,90.1,"226,000","220,000","1,539,086",90,"1,710,000","1,738,500",1.1,1.2,"143,629,179"
5/11/2019,188264.00,87.6,"215,000","222,500","1,543,472",90.2,"1,711,000","1,728,000",1.1,1.2,"143,629,179"
5/18/2019,191931.00,90,"213,000","219,750","1,509,265",89.7,"1,683,000","1,712,250",1.1,1.2,"143,629,179"
5/25/2019,198194.00,89.8,"221,000","218,750","1,521,741",90.5,"1,681,000","1,696,250",1.1,1.2,"143,629,179"
6/1/2019,189577.00,85.2,"223,000","218,000","1,538,065",92.6,"1,661,000","1,684,000",1.1,1.2,"143,629,179"
6/8/2019,220186.00,97.4,"226,000","220,750","1,522,665",93.7,"1,625,000","1,662,500",1.1,1.1,"143,629,179"
6/15/2019,205921.00,94.3,"218,000","222,000","1,558,646",95.5,"1,632,000","1,649,750",1.1,1.1,"143,629,179"
6/22/2019,225819.00,99.7,"226,000","223,250","1,588,879",99.1,"1,603,000","1,630,250",1.1,1.1,"143,629,179"
6/29/2019,224565.00,100.6,"223,000","223,250","1,610,633",98.6,"1,634,000","1,623,500",1.1,1.1,"143,629,179"
7/6/2019,231995.00,108.9,"213,000","220,000","1,702,745",106.8,"1,594,000","1,615,750",1.2,1.1,"144,199,701"
7/13/2019,243621.00,115.9,"210,000","218,000","1,697,505",107.6,"1,578,000","1,602,250",1.2,1.1,"144,199,701"
7/20/2019,196382.00,99,"198,000","211,000","1,680,029",107.7,"1,560,000","1,591,500",1.2,1.1,"144,199,701"
7/27/2019,178897.00,89.3,"200,000","205,250","1,665,287",105.9,"1,573,000","1,576,250",1.2,1.1,"144,199,701"
8/3/2019,179879.00,87.9,"205,000","203,250","1,679,471",105.9,"1,586,000","1,574,250",1.2,1.1,"144,199,701"
8/10/2019,186914.00,89.8,"208,000","202,750","1,619,391",104.2,"1,554,000","1,568,250",1.1,1.1,"144,199,701"
8/17/2019,171386.00,84.2,"204,000","204,250","1,615,803",103.8,"1,557,000","1,567,500",1.1,1.1,"144,199,701"
8/24/2019,176867.00,84.3,"210,000","206,750","1,566,934",101.9,"1,538,000","1,558,750",1.1,1.1,"144,199,701"
8/31/2019,179516.00,86.8,"207,000","207,250","1,476,199",97.9,"1,508,000","1,539,250",1,1,"144,199,701"
9/7/2019,160342.00,81.5,"197,000","204,500","1,465,554",97.2,"1,508,000","1,527,750",1,1,"144,199,701"
9/14/2019,173134.00,83.9,"206,000","205,000","1,399,601",94.6,"1,479,000","1,508,250",1,1,"144,199,701"
9/21/2019,175394.00,86.3,"203,000","203,250","1,383,346",92.4,"1,497,000","1,498,000",1,1,"144,199,701"
9/28/2019,172968.00,82.6,"209,000","203,750","1,392,109",90.6,"1,537,000","1,505,250",1,1.1,"144,199,701"
10/5/2019,188106.00,90.1,"209,000","206,750","1,369,887",87.9,"1,558,000","1,517,750",0.9,1.1,"144,758,990"
10/12/2019,201677.00,96,"210,000","207,750","1,386,868",87.3,"1,589,000","1,545,250",1,1.1,"144,758,990"
10/19/2019,186748.00,88.7,"211,000","209,750","1,419,512",87.1,"1,630,000","1,578,500",1,1.1,"144,758,990"
10/26/2019,198733.00,91.7,"217,000","211,750","1,423,681",86.5,"1,646,000","1,605,750",1,1.1,"144,758,990"
11/2/2019,205625.00,96.4,"213,000","212,750","1,450,304",87.8,"1,652,000","1,629,250",1,1.1,"144,758,990"
11/9/2019,238996.00,104.7,"228,000","217,250","1,460,773",86.3,"1,693,000","1,655,250",1,1.2,"144,758,990"
11/16/2019,227892.00,100.2,"227,000","221,250","1,545,007",91.1,"1,696,000","1,671,750",1.1,1.2,"144,758,990"
11/23/2019,252428.00,114.5,"220,000","222,000","1,508,294",86.8,"1,738,000","1,694,750",1,1.2,"144,758,990"
11/30/2019,216827.00,94.5,"229,000","226,000","1,754,590",100.4,"1,748,000","1,718,750",1.2,1.2,"144,758,990"
12/7/2019,317866.00,128.4,"248,000","231,000","1,728,066",96.7,"1,787,000","1,742,250",1.2,1.2,"144,758,990"
12/14/2019,270547.00,117.5,"230,000","231,750","1,798,885",100.1,"1,797,000","1,767,500",1.2,1.2,"144,758,990"
12/21/2019,287243.00,124.5,"231,000","234,500","1,776,317",99.2,"1,791,000","1,780,750",1.2,1.2,"144,758,990"
12/28/2019,312524.00,134,"233,000","235,500","2,145,748",113,"1,899,000","1,818,500",1.5,1.3,"144,758,990"
1/4/2020,335294.00,150.7,"222,000","229,000","2,251,286",119.8,"1,879,000","1,841,500",1.6,1.3,"145,230,691"
1/11/2020,337883.00,161.8,"209,000","223,750","2,142,711",115.5,"1,855,000","1,856,000",1.5,1.3,"145,230,691"
1/18/2020,281646.00,127.7,"221,000","221,250","2,082,416",114.2,"1,823,000","1,864,000",1.4,1.3,"145,230,691"
1/25/2020,228443.00,109,"210,000","215,500","2,154,866",113.6,"1,897,000","1,863,500",1.5,1.3,"145,230,691"
2/1/2020,224561.00,107.8,"208,000","212,000","2,088,693",113,"1,848,000","1,855,750",1.4,1.3,"145,230,691"
2/8/2020,219459.00,106.2,"207,000","211,500","2,100,473",111.8,"1,879,000","1,861,750",1.4,1.3,"145,230,691"
2/15/2020,209218.00,99.4,"210,000","208,750","2,062,380",109.8,"1,878,000","1,875,500",1.4,1.3,"145,230,691"
2/22/2020,198845.00,89.7,"222,000","211,750","2,103,967",111.3,"1,890,000","1,873,750",1.4,1.3,"145,230,691"
2/29/2020,216625.00,98.8,"219,000","214,500","2,055,782",109,"1,886,000","1,883,250",1.4,1.3,"145,230,691"
3/7/2020,199914.00,93.8,"213,000","216,000","1,977,774",104.8,"1,887,000","1,885,250",1.4,1.3,"145,230,691"
3/14/2020,251875.00,90.7,"278,000","233,000","2,072,982",104.2,"1,989,000","1,913,000",1.4,1.4,"145,230,691"
3/21/2020,2914268.00,100,"2,914,000","906,000","3,409,946",105.3,"3,238,000","2,250,000",2.3,2.2,"145,230,691"
3/28/2020,5981838.00,100.6,"5,946,000","2,337,750","8,155,772",101.9,"8,004,000","3,779,500",5.6,5.5,"145,230,691"
4/4/2020,6161268.00,100.4,"6,137,000","3,818,750","12,445,761",100.4,"12,396,000","6,406,750",8.5,8.5,"145,671,710"
4/11/2020,4898119.00,100.6,"4,869,000","4,966,500","16,257,569",100.4,"16,193,000","9,957,750",11.2,11.1,"145,671,710"
4/18/2020,4221704.00,100.5,"4,201,000","5,288,250","17,771,539",99.9,"17,789,000","13,595,500",12.2,12.2,"145,671,710"
4/25/2020,3466665.00,100.6,"3,446,000","4,663,250","21,750,455",100,"21,750,000","17,032,000",14.9,14.9,"145,671,710"
5/2/2020,2790860.00,99.8,"2,796,000","3,828,000","20,855,239",99.6,"20,939,000","19,167,750",14.3,14.4,"145,671,710"
5/9/2020,2325889.00,99.6,"2,335,000","3,194,500","23,037,921",99.6,"23,130,000","20,902,000",15.8,15.9,"145,671,710"
5/16/2020,2162822.00,99.4,"2,176,000","2,688,250","19,038,443",99.4,"19,153,000","21,243,000",13.1,13.1,"145,671,710"
5/23/2020,1902006.00,99,"1,921,000","2,307,000","19,117,418",99.6,"19,194,000","20,604,000",13.1,13.2,"145,671,710"
5/30/2020,1610909.00,98.3,"1,639,000","2,017,750","19,119,534",99.5,"19,216,000","20,173,250",13.1,13.2,"145,671,710"
6/6/2020,1555824.00,98.8,"1,575,000","1,827,750","18,687,210",99.7,"18,743,000","19,076,500",12.8,12.9,"145,671,710"
6/13/2020,1456353.00,98.9,"1,473,000","1,652,000","17,824,245",99.8,"17,860,000","18,753,250",12.2,12.3,"145,671,710"
6/20/2020,1446176.00,98.6,"1,467,000","1,538,500","17,518,701",100.1,"17,501,000","18,330,000",12,12,"145,671,710"
6/27/2020,1425969.00,98.6,"1,446,000","1,490,250","16,610,187",100,"16,610,000","17,678,500",11.4,11.4,"145,671,710"
7/4/2020,1390315.00,98.4,"1,413,000","1,449,750","17,393,811",100.7,"17,273,000","17,311,000",11.9,11.8,"146,125,989"
7/11/2020,1511632.00,103,"1,468,000","1,448,500","16,396,755",100.9,"16,251,000","16,908,750",11.2,11.1,"146,125,989"
7/18/2020,1372247.00,98.5,"1,393,000","1,430,000","16,882,651",100.5,"16,799,000","16,733,250",11.6,11.5,"146,125,989"
7/25/2020,1200962.00,95.3,"1,260,000","1,383,500","15,912,870",99.9,"15,929,000","16,563,000",10.9,10.9,"146,125,989"
8/1/2020,982808.00,94.1,"1,044,000","1,291,250","15,254,647",100,"15,255,000","16,058,500",10.4,10.4,"146,125,989"
8/8/2020,830266.00,93.9,"884,000","1,145,250","14,155,561",99.8,"14,184,000","15,541,750",9.7,9.7,"146,125,989"
8/15/2020,878555.00,94.8,"927,000","1,028,750","13,839,981",99.5,"13,910,000","14,819,500",9.5,9.5,"146,125,989"
8/22/2020,813744.00,92.9,"876,000","932,750","13,111,405",99.2,"13,217,000","14,141,500",9,9,"146,125,989"
8/29/2020,826436.00,93.8,"881,000","892,000","13,325,312",98.7,"13,501,000","13,703,000",9.1,9.2,"146,125,989"
9/5/2020,857006.00,96.1,"892,000","894,000","12,408,041",97.2,"12,765,000","13,348,250",8.5,8.7,"146,125,989"
9/12/2020,784765.00,91.1,"861,000","877,500","12,391,859",97.7,"12,684,000","13,041,750",8.5,8.7,"146,125,989"
9/19/2020,814441.00,94.8,"859,000","873,250","11,037,698",97.1,"11,367,000","12,579,250",7.6,7.8,"146,125,989"
9/26/2020,731391.00,92,"795,000","851,750","10,156,207",96.9,"10,481,000","11,824,250",7,7.2,"146,125,989"
10/3/2020,722387.00,92,"785,000","825,000","8,917,793",96.2,"9,270,000","10,950,500",6.1,6.3,"146,534,375"
10/10/2020,820590.00,97.8,"839,000","819,500","8,079,336",95.9,"8,425,000","9,885,750",5.5,5.7,"146,534,375"
10/17/2020,757745.00,94.2,"804,000","805,750","7,458,507",95.9,"7,777,000","8,988,250",5.1,5.3,"146,534,375"
10/24/2020,731660.00,94.3,"776,000","801,000","6,856,962",95.5,"7,180,000","8,163,000",4.7,4.9,"146,534,375"
10/31/2020,736618.00,95.3,"773,000","798,000","6,463,798",96.4,"6,705,000","7,521,750",4.4,4.6,"146,534,375"
11/7/2020,719716.00,97.7,"737,000","772,500","6,061,953",95.6,"6,341,000","7,000,750",4.1,4.3,"146,534,375"
11/14/2020,708717.00,96,"738,000","756,000","5,917,243",97.2,"6,088,000","6,578,500",4,4.2,"146,534,375"
11/21/2020,827447.00,104.4,"793,000","760,250","5,233,699",93.8,"5,580,000","6,178,500",3.6,3.8,"146,534,375"
11/28/2020,710901.00,96.4,"737,000","751,250","5,790,244",100.1,"5,784,000","5,948,250",4,3.9,"146,534,375"
12/5/2020,946091.00,108.4,"873,000","785,250","5,479,766",97.7,"5,609,000","5,765,250",3.7,3.8,"146,534,375"
12/12/2020,928178.00,104.8,"886,000","822,250","5,415,955",100,"5,416,000","5,597,250",3.7,3.7,"146,534,375"
12/19/2020,854113.00,104.8,"815,000","827,750","5,225,786",98,"5,332,000","5,535,250",3.6,3.6,"146,534,375"
12/26/2020,823512.00,106.5,"773,000","836,750","5,362,308",103.5,"5,181,000","5,384,500",3.7,3.5,"146,534,375"
1/2/2021,898597.00,111.9,"803,000","819,250","5,756,886",108,"5,330,000","5,314,750",4.1,3.8,"142,133,208"
1/9/2021,1082696.00,121.6,"890,000","820,250","5,479,170",108.1,"5,069,000","5,228,000",3.9,3.6,"142,133,208"
1/16/2021,930184.00,110.2,"844,000","827,500","5,189,122",106.4,"4,877,000","5,114,250",3.7,3.4,"142,133,208"
1/23/2021,833704.00,104.3,"799,000","834,000","5,172,094",108,"4,789,000","5,016,250",3.6,3.4,"142,133,208"
1/30/2021,843702.00,105.1,"803,000","834,000","5,016,190",107.7,"4,658,000","4,848,250",3.5,3.3,"142,133,208"
2/6/2021,860209.00,105.9,"812,000","814,500","4,948,967",107.6,"4,599,000","4,730,750",3.5,3.2,"142,133,208"
2/13/2021,827835.00,103.2,"802,000","804,000","4,804,914",106.9,"4,495,000","4,635,250",3.4,3.2,"142,133,208"
2/20/2021,707268.00,100.8,"702,000","779,750","4,820,155",109.4,"4,406,000","4,539,500",3.4,3.1,"142,133,208"
2/27/2021,749251.00,106.5,"704,000","755,000","4,539,713",107.4,"4,227,000","4,431,750",3.2,3,"142,133,208"
3/6/2021,714661.00,103.2,"693,000","725,250","4,461,608",106.6,"4,185,000","4,328,250",3.1,2.9,"142,133,208"
3/13/2021,750287.00,107.3,"699,000","699,500","4,200,385",105.8,"3,970,000","4,197,000",3,2.8,"142,133,208"
3/20/2021,630621.00,100.5,"627,000","680,750","4,069,329",104.7,"3,887,000","4,067,250",2.9,2.7,"142,133,208"
3/27/2021,701073.00,106.5,"658,000","669,250","4,002,030",103.7,"3,859,000","3,975,250",2.8,2.7,"142,133,208"
4/3/2021,668346.00,103.6,"645,000","657,250","3,902,729",101.9,"3,830,000","3,886,500",2.8,2.8,"139,248,565"
4/10/2021,620420.00,108.6,"571,000","625,250","3,828,584",101.3,"3,779,000","3,838,750",2.7,2.7,"139,248,565"
4/17/2021,583397.00,103,"566,000","610,000","3,776,395",100,"3,776,000","3,811,000",2.7,2.7,"139,248,565"
4/24/2021,611236.00,106.5,"574,000","589,000","3,763,243",99.9,"3,767,000","3,788,000",2.7,2.7,"139,248,565"
5/1/2021,510161.00,98.7,"517,000","557,000","3,688,043",98.2,"3,756,000","3,769,500",2.6,2.7,"139,248,565"
5/8/2021,488815.00,99,"494,000","537,750","3,666,448",98.1,"3,737,000","3,759,000",2.6,2.7,"139,248,565"
5/15/2021,451302.00,96.7,"467,000","513,000","3,502,467",96.8,"3,618,000","3,719,500",2.5,2.6,"139,248,565"
5/22/2021,416310.00,94.4,"441,000","479,750","3,499,487",97.9,"3,575,000","3,671,500",2.5,2.6,"139,248,565"
5/29/2021,430171.00,100.7,"427,000","457,250","3,333,477",97.4,"3,422,000","3,588,000",2.4,2.5,"139,248,565"
6/5/2021,364577.00,86.9,"420,000","438,750","3,296,139",98.4,"3,350,000","3,491,250",2.4,2.4,"139,248,565"
6/12/2021,407148.00,95.1,"428,000","429,000","3,228,357",98.8,"3,268,000","3,403,750",2.3,2.3,"139,248,565"
6/19/2021,396935.00,94,"422,000","424,250","3,282,102",100.6,"3,263,000","3,325,750",2.4,2.3,"139,248,565"
6/26/2021,362899.00,97.6,"372,000","410,500","3,233,414",101.8,"3,176,000","3,264,250",2.3,2.3,"139,248,565"
7/3/2021,382622.00,105.7,"362,000","396,000","3,121,875",102.4,"3,049,000","3,189,000",2.3,2.2,"137,027,194"
7/10/2021,388662.00,111.1,"350,000","376,500","3,259,565",108.6,"3,001,000","3,122,250",2.4,2.2,"137,027,194"
7/17/2021,411244.00,108.5,"379,000","365,750","3,260,889",110.2,"2,959,000","3,046,250",2.4,2.2,"137,027,194"
7/24/2021,342003.00,94.1,"363,000","363,500","2,922,698",107.4,"2,721,000","2,932,500",2.1,2,"137,027,194"
7/31/2021,325265.00,89.1,"365,000","364,250","2,849,196",108.3,"2,631,000","2,828,000",2.1,1.9,"137,027,194"
8/7/2021,322782.00,91.9,"351,000","364,500","2,806,138",105.6,"2,657,000","2,742,000",2,1.9,"137,027,194"
8/14/2021,309229.00,86.8,"356,000","358,750","2,807,966",106.9,"2,627,000","2,659,000",2,1.9,"137,027,194"
8/21/2021,298533.00,86,"347,000","354,750","2,673,190",103.6,"2,580,000","2,623,750",2,1.9,"137,027,194"
8/28/2021,291942.00,85.1,"343,000","349,250","2,660,507",104,"2,558,000","2,605,500",1.9,1.9,"137,027,194"
9/4/2021,285683.00,86.7,"330,000","344,000","2,376,245",97.8,"2,430,000","2,548,750",1.7,1.8,"137,027,194"
9/11/2021,265902.00,80.2,"332,000","338,000","2,505,265",99.3,"2,523,000","2,522,750",1.8,1.8,"137,027,194"
9/18/2021,306581.00,89.1,"344,000","337,250","2,469,313",94.9,"2,602,000","2,528,250",1.8,1.9,"137,027,194"
9/25/2021,301143.00,84.5,"356,000","340,500","2,395,401",94.6,"2,532,000","2,521,750",1.7,1.8,"137,027,194"
10/2/2021,262105.00,85.3,"307,000","334,750","2,259,403",90.5,"2,497,000","2,538,500",1.7,1.8,"135,015,266"
10/9/2021,280538.00,97,"289,000","324,000","2,166,061",89.1,"2,431,000","2,515,500",1.6,1.8,"135,015,266"
10/16/2021,257197.00,89.2,"288,000","310,000","1,984,074",88.2,"2,250,000","2,427,500",1.5,1.7,"135,015,266"
10/23/2021,247270.00,91.8,"269,000","288,250","1,881,734",86.5,"2,175,000","2,338,250",1.4,1.6,"135,015,266"
10/30/2021,241656.00,91.7,"264,000","277,500","1,950,768",88.3,"2,209,000","2,266,250",1.4,1.6,"135,015,266"
11/6/2021,256937.00,100.1,"257,000","269,500","1,781,793",84.8,"2,101,000","2,183,750",1.3,1.6,"135,015,266"
11/13/2021,240332.00,96.2,"250,000","260,000","1,818,308",90.6,"2,007,000","2,123,000",1.3,1.5,"135,015,266"
11/20/2021,253211.00,112.1,"226,000","249,250","1,559,780",82,"1,902,000","2,054,750",1.2,1.4,"135,015,266"
11/27/2021,216420.00,96,"225,000","239,500","1,962,434",99.9,"1,964,000","1,993,500",1.5,1.5,"135,015,266"
12/4/2021,283651.00,131.6,"216,000","229,250","1,733,785",93.5,"1,854,000","1,931,750",1.3,1.4,"135,015,266"
12/11/2021,265349.00,119.5,"222,000","222,250","1,827,028",99.7,"1,833,000","1,888,250",1.4,1.4,"135,015,266"
12/18/2021,254823.00,117.5,"217,000","220,000","1,637,701",96.3,"1,701,000","1,838,000",1.2,1.3,"135,015,266"
